date_of_incident,time_of_incident,published-time,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,description_text,full_text,published-time,link
2019-04-14,,"14 Apr 2019, 05:22",rear end,Tangail,2.0,,truck,motorcycle,2 students killed in Tangail road crash,"Two students were killed as a truck crashed into their motorcycle on Tangail-Bhuapur Road at Adabari in Kalihati upazila of Tangail on Sunday noon, reports UNB.The deceased are Abdus Sattar, 17, son of Mokhlesur Rahman and a class-XI student, and Selim, 18, son of Dulal Mia, who appeared in this year's SSC examination. They were residents of Analiabari village in the upazila. Quoting locals, Kalihati police station officer-in-charge Mir Mosharraf Hossain said Sattar and Selim were going to Bhuapur from Elenga by a bike to celebrate Pahela Baishakh. The truck hit their bike around noon, leaving them dead on the spot. Police recovered the bodies and sent those to Tangail General Hospital morgue for autopsy, the OC added.","14 Apr 2019, 05:22",https://en.prothomalo.com/bangladesh/2-students-killed-in-Tangail-road-crash
2019-04-10,11:00,"10 Apr 2019, 02:42",,Natore,2.0,10.0,bus,pedestrain,2 killed in Natore road crashes,"A man and a woman were killed while 10 others injured in separate road crashes in Sadar and Baraigram upazilas of Natore on Wednesday, reports news agency UNB. Mozammel Haque, in-charge of Jhalmalia highway police camp, said a cattle trader was killed and 10 others injured when a cattle-laden human hauler plunged into a roadside ditch as its driver lost control over the steering at Ramaigacchi in the district town around 11:00am. The injured were taken to local hospital, he said. In another incident, Rahela Begum, 45, wife of a certain Sukhchand of Lalpur upazila, was killed when a bus hit her while she was crossing the road in Garmati of Baraigram upazila in the morning.","10 Apr 2019, 02:42",https://en.prothomalo.com/bangladesh/2-killed-in-Natore-road-crashes
2019-04-06,,"06 Apr 2019, 05:34",rear end,Gaibandha,5.0,,bus,,Gaibandha road crash kills 5,"At least five people were killed and 15 others injured as a bus overturned on Dhaka-Rangpur highway in Jummar Ghar area in Gobindaganj upazila of Gaibandha early Saturday, reports UNB.Three of the deceased are Riaz Uddin, from Mithapukur in Rangpur, Mahabul Islam, from Patgram in Lalmonirhat and Sunil Kumar, from Tangail.The accident took place around 3:00am when the Burimari-bound 'Barkat Enterprise' bus overturned on the highway, leaving three people dead on the spot and 17 others injured, UNB quoted Akeruzzaman, officer-in-charge of Gobindaganj highway police to have said. Later, two persons died on the way to hospital.","06 Apr 2019, 05:34",https://en.prothomalo.com/bangladesh/Gaibandha-road-crash-kills-5
2019-04-05,,"04 May 2019, 02:01",Head-on,Dhaka,4.0,15.0,Bus ,Truck,Bus-truck collision leaves 4 dead,"Four people were killed and 15 others injured in a head-on collision between a bus and a truck in Rajbari sadar upazila on Saturday, reports UNB.One of the deceased is Asma Khatun Doli, daughter of a certain Abdul Majed of Satkhira while identities of three others could not be known immediately.Witnesses said a Dhaka-bound Green Bangla Paribahan bus collided with the truck in Aladipur Jamai Pagoler Mazar area in the morning. Rajbari sadar police station officer-in-charge Swapon Kumar Mazumder said police visited the spot and sent the injured to Rajbari Sadar Hospital and Faridpur Medical College and Hospital. The drivers of the bus and the truck fled the scene, he added.","04 May 2019, 02:01",https://en.prothomalo.com/bangladesh/Bus-truck-collision-leaves-4-dead
2019-03-31,10:30,"31 Mar 2019, 04:18",rear end,Chattogram,2.0,2.0,auto rickshaw,jeep,"Father, daughter killed in road crash","A man and his three-year-old daughter were killed and two others injured when an auto-rickshaw collided with a jeep on Chattogram-Kaptai road in Rangunia upazila of Chattogramon Sunday, reports UNB.The deceased are Abdul Aziz, 50, son of Nesar Ahmed and his daughter Afifa, 3.The accident took place around 10:30am when the jeep collided with the auto-rickshaw, leaving four people injured, said sub-inspector of Chittagong Medical College and Hospital police outpost.The injured were taken to Chittagong Medical College Hospital where the doctors declared two of them dead.","31 Mar 2019, 04:18",https://en.prothomalo.com/bangladesh/Father-daughter-killed-in-road-crash
2019-02-23,23:45,"23 Feb 2019, 00:33",rear end,Chattogram,2.0,,van,motorcycle,"Father, son killed in road crash","A man and his son were killed as a covered van rammed the motorbike they were riding in Kadamtoli of Chattogram on Friday night, reports UNB.The deceased are -- Md Sagir, 42, a grocery shop owner and his son Md Junayed, 12, a fifth grader at Agrabad Ganapurto Bidya Niketan School.Md Zahir Hossain, sub-inspector of Double Mooring police station, said that the accident took place around 11:45pm in front of Dhonialapara mosque when the covered van hit the motorcycle they were riding, leaving them dead on the spot.","23 Feb 2019, 00:33",https://en.prothomalo.com/bangladesh/Father-son-killed-in-road-crash
2019-02-23,04:00,"23 Feb 2019, 00:34",,Tangail,2.0,5.0,microbus,,Shujan branch president among 2 killed in road crash,"At least two people were killed and five others injured as an vehicle hit a microbus on the link road of the eastern side of Bangabandhu Bridge in Hatia of Tangail early Saturday.One of the deceased, Syed Shah Jamal, is a lawyer and president of Chapainawabganj unit of Sushasoner Janya Nagorik (Shujan) and the other is the driver of the microbus.Mosharraf Hossain, officer-in-charge of Bangabandhu Bridge police station (east), said the accident took place around 4:00am.“All the victims of the road accident are the passengers of the microbus,” he said. The OC said they could not identify whether a private car, bus or truck hit the microbus. The injured were admitted to Tangail General Hospital.","23 Feb 2019, 00:34",https://en.prothomalo.com/bangladesh/Shujan-branch-president-among-2-killed-in-road
2019-02-19,,"19 Feb 2019, 23:47",head on,Natore,1.0,6.0,rickshaw,motorcycle,Road crash kills one,"A school teacher was killed and six others including five schoolboys injured in a road crash at Automills area in Baraigram upazila of Natore on Wednesday noon, reports UNB. The deceased is Abdul Bari, a resident of the upazila. The accident took place when an auto-rickshaw hits a school rickshaw-van collided head on after hitting a motorcycle, leaving the motorcyclist dead on the spot and injuring six others, said Alim Hossain, officer-in-charge of Banpara highway police station. The injured were taken to a local clinic and Rajshahi Medical College Hospital immediately, the OC added.","19 Feb 2019, 23:47",https://en.prothomalo.com/bangladesh/Road-crash-kills-one-3
2019-02-08,11:30,"08 Feb 2019, 03:15",head on,Gopalganj,2.0,,motorcycle,human hauler,2 of a family killed in road crash,"A woman and her mother-in-law were killed in a collision between a motorcycle and human hauler in Devgram of Kotalipara in Gopalganj on Friday morning, reports UNB. The deceased are Mansura Begum, 20, wife of a certain Nayeem Mollah and her mother-in-law Murshida Begum, 55, from Bhuturia village in Mollahat upazila of Bagerhat district. Md Kamrul Faruk, officer-in-charge of Kotalipara police station, said Nayeem along with his wife and mother was going to his father-in-law’s house in Bagerhat. The accident took place when a human hauler collided with the motorbike they were riding around 11:30am, leaving the two dead on the spot and Nayeem critically injured. Police sent the bodies to Gopalganj General Hospital morgue for autopsy while Nayeem was taken to Khulna Medical College Hospital for treatment, the OC added.","08 Feb 2019, 03:15",https://en.prothomalo.com/bangladesh/2-of-a-family-killed-in-road-crash
2019-02-04,,"04 Feb 2019, 21:33",,Dhaka,3.0,1.0,autoriikshaw,,Road crashes kill 3 in capital,"Three people, including an unidentified woman, were killed in separate road accidents in Bhatara and Mouchak areas of the city early Tuesday, reports UNB.Tea-stall owner Shahin, 42, and security guard Kabir Hossain, 45, were killed on the spot after Badda-bound 'Dewan Paribahan' ploughed through the stall at Cocacola bus stand area, said Shihab Uddin, inspector (operation) of Bhatara police station.Police later recovered the bodies and seized the bus.Meanwhile, an unidentified woman, aged around 60, was taken to Dhaka Medical College Hospital in the morning. She appeared to have been hit by a vehicle at Mouchak intersection. DMCH police outpost Inspector Bacchu Miah said the woman was injured and unconscious when an autorickshaw driver brought her there in the morning. She died around 8:30am.","04 Feb 2019, 21:33",https://en.prothomalo.com/bangladesh/Road-crash-kills-3-2
2019-02-02,22:00,"02 Feb 2019, 20:44",head on,Dhaka,2.0,,van,truck,"Gazipur road crash kills truck driver, helper","A truck driver and his helper were killed as the vehicle collided head-on with a covered van on Dhaka-Tangail Highway at Naotana area in Kaliganj upazila of Gazipur on Saturday night.The identities of the deceased could not be known yet.Naojar highway police outpost officer-in-charge Ohiduzzaman said the accident took place when a Tangail-bound covered van knocked the truck around 10pm, leaving its driver dead on the spot.The helper also sustained severe injuries during the collision. The injured helper was rushed to Shahid Taz Uddin Ahmed Medical College Hospital where physicians declared him dead.","02 Feb 2019, 20:44",https://en.prothomalo.com/bangladesh/Gazipur-road-crash-kills-truck-driver-helper
